user_id,group
08d88811e1,A
08da8c00cc,B
08dcaebc20,B
08dd3a2e8e,A
08e2240331,A
08e9707394,A
08eacd0325,B
08eb2bd333,B
08ebd7e490,B
08ee72e943,B
08eec25a38,A
08f6b320cc,B
08f8f8e782,A
08f9cbdb10,B
08fa2c1da4,B
09037118d6,B
090afc477b,B
09104a894a,B
091d876c4a,A
091dde08f0,B
091efe31e7,B
09222c57fc,B
092685e372,A
09426fe079,A
0945d211a5,B
0946bd11e0,B
0949c75e7b,A
095119c9fd,B
095c6d9d66,B
0965056f23,B
0965ae2f33,B
096af20a08,A
096bd04944,A
097168e42b,B
09734df7aa,B
09739462e8,B
0978052175,A
097cfaa1d7,A
098249513b,B
098db4d33e,A
0995e123aa,A
0998d94c61,B
09994e83f3,A
099bdd906b,A
099d98e7b6,A
09a1e517fa,A
09a7ba2e90,B
09a9c9cb54,A
09ab51c27f,B
09adb30563,A
09b3c69ea6,A
09b43397cf,B
09b50b440c,B
09b656771a,A
09bebe61cc,A
09c3c28dc5,A
09c72eeafb,B
09c93a8f2b,B
09c9d09a27,A
09ca83bccd,A
09d49ed1ac,B
09d5f0b8a5,A
09d99361e4,B
09e25b3b3a,B
09e35e256a,B
09e421306a,B
09e780e5ce,B
09e928955a,B
09eb4cef19,B
09ebe6ccfc,B
09ee660890,A
09f316f797,B
09f42bfa40,B
09f46ae57d,A
09fb700c51,B
09fc9312d7,A
09fffb70f3,A
0a089c67fa,B
0a0d9c3244,A
0a12e08520,A
0a139768cb,A
0a1953ab1f,A
0a1b533fad,A
0a2c071493,A
0a2e2d52f6,B
0a2ec448c4,B
0a2f70565d,A
0a330e2f11,B
0a3c37b812,B
0a414f9a23,B
0a450b7929,B
0a4b68b215,B
0a6160d2f0,A
0a629e4b0c,B
0a68f62c72,A
0a6cd039fd,B
0a6ddc3bf0,A
0a72c99d70,B
0a798c52aa,A
0a79bf4931,A
0a86d2074b,B
0a8870a32b,B
0a888eaacb,A
0a89b0303c,A
0a8bacdc4c,B
0a8d2cf0af,B
0a8e1f145d,B
0a97d1726c,A
0a9a20b658,B
0a9f9ba06b,B
0aa0c4a5a3,B
0aa67fa372,B
0aab12fced,B
0ab02e675a,A
0ab5865b70,A
0abac3147f,B
0abb28f4b0,A
0abff08e1a,B
0ac163d4d4,B
0ac57a1bad,A
0ad798a986,A
0ade58ec8f,A
0adf846388,B
0ae13ab39f,A
0ae5d7e373,B
0ae88465de,A
0aebd6434b,B
0aec3244c0,A
0aef3e1693,B
0af07acc39,A
0af26288a5,B
0af653a29e,A
0af7d7616a,A
0b08dd9e72,B
0b0b4a540f,A
0b0db4ee43,A
0b13778760,B
0b14d878b9,B
0b15fa25bc,A
0b1989b062,B
0b2367fae7,B
0b24f187a1,B
0b2a205c17,A
0b2bf98569,B
0b2c4742b3,B
0b30676503,B
0b3787ea7a,A
0b3880d242,B
0b3b11f020,A
0b3b25e67e,B
0b422fd274,A
0b4d1b8cad,A
0b543156b5,B
0b5485cc9c,B
0b58fa75d2,B
0b5d5c8fc8,A
0b615fa4db,B
0b61d1d9ba,B
0b66442134,B
0b6ebb5f3c,B
0b75833cd3,A
0b7fecc8a2,A
0b80ef28c5,A
0b81d5dc82,A
0b846bbba4,B
0b8498ea55,B
0b95115f6b,B
0b972590fe,A
0b9b7e3abf,A
0b9dc0566e,A
0ba27f5f8a,A
0ba3bcd2df,B
0bacdd3b1e,A
0bae8225db,A
0bb539be07,B
0bbfe51fcb,B
0bc055a5f2,A
0bc3ba8bb7,B
0bc61648cc,A
0bcd04aa7e,B
0bced18252,A
0bcf2093b3,B
0bd01c74a1,B
0bd71df389,A
0be0dab1da,B
0be18132bc,B
0be4976c57,A
0be9fa10c5,B
0bea9da125,B
0bf06c5d88,B
0c09b252f5,A
0c0e098ad0,A
0c10bab9c4,A
0c196bc4d7,B
0c24b00998,B
0c2d6aabce,B
0c339f5643,B
0c3418cbc8,B
0c344d6275,B
0c3c04b246,A
0c3e620cc2,A
0c3ea345a7,B
0c3ede03e4,A
0c41622240,A
0c4513e32d,A
0c474d87c8,B
0c50727917,A
0c584b0ea9,A
0c5a58b927,A
0c5c192fd6,A
0c5c641aab,A
0c5c8b129a,B
0c5ce3228e,B
0c5f97aca5,B
0c6a956357,B
0c723fa2f4,B
0c7ca45053,B
0c8700f5c9,A
0c8d50f417,B
0c8fff9961,A
0c9489f193,A
0c97abe91f,A
0c99574cc0,A
0c9aa50840,B
0c9c9c4447,A
0c9d8c326d,A
0c9dfe7e02,A
0ca017843b,B
0ca28d7dd2,B
0ca542986a,B
0ca66f9415,A
0caaab8a4a,B
0cabba4e1f,A
0cadbaac52,A
0cb8ebe01b,A
0cbeedcb2e,A
0cc2c5419a,B
0cc4dd4bd7,B
0cc9a38bec,B
0cd0cf390c,B
0cd34d512d,B
0cd4d9e0e3,A
0cd702ed06,A
0cd74ac039,A
0cdd1e909b,B
0ce0c93fbe,B
0ce7727077,A
0ceaa99b33,B
0ceb500462,B
0cebd50191,B
0ceef35595,B
0cf4ed75ef,A
0cfe23ace5,A
0d05110ec7,A
0d059c4da6,A
0d07a41685,A
0d07d3e082,A
0d0d60aa3e,B
0d10e408ba,B
0d128c1573,A
0d13125fc0,A
0d1394e28a,A
0d20316d72,B
0d218c1fe8,B
0d2abe8768,A
0d2bde2c5c,A
0d2ebbba59,B
0d30e44c94,B
0d3606e9a8,B
0d3a58a80a,B
0d3bcd4a09,A
0d3e0b069a,B
0d4043ddf8,A
0d4b244c27,A
0d51047f6c,B
0d58d31327,B
0d63441412,A
0d65fd7566,A
0d660e2c22,B
0d67aaf8a4,B
0d6994e9fd,B
0d6aafb5ea,B
0d717320ef,B
0d737f27b1,A
0d73fe4c7a,B
0d740595f6,B
0d774a7bd4,A
0d794f7e67,B
0d804ed760,A
0d80a85c80,B
0d84c8d46e,B
0d85cecaf9,B
0d8783413f,A
0d89935c60,A
0d903e992e,A
0d98ab49e8,A
0d9ee887f7,A
0d9f13f657,A
0da5fa3bca,B
0da71082b3,B
0da9b6d585,B
0daa7010d5,A
0db02f77c1,A
0db34a44f8,A
0db520c615,A
0db557d645,A
0db5fbc4cd,B
0db9ce430b,A
0dcb6fe659,A
0dcdd1b665,A
0dcf0bdbf4,A
0dd0ccd104,A
0ddd02b6fb,B
0ddd36c463,B
0de0714ed4,B
0de134950e,B
0de486a80c,A
0de7da2c94,B
0deed5def6,A
0df0c15571,B
0df1a1169d,A
0df74967b5,A
0df996b8fb,A
0dfb842c25,B
0dfbb01b0c,B
0dfc0ccc35,B
0e014f2087,A
0e0ffc42d0,A
0e13533e38,B
0e15bdcfda,A
0e19056b91,B
0e1af23fc7,A
0e2104bf41,A
0e26825699,B
0e2a84cdc9,A
0e317d346f,A
0e3a189cc4,B
0e3b97893e,A
0e3df7dcec,A
0e42d258c6,B
0e467a605e,A
0e4cbe2817,A
0e4f2f3326,B
0e4f5e5de8,A
0e526bff61,B
0e6061325a,B
0e635c8e87,B
0e74515166,B
0e75f97783,A
0e76a1ddf5,B
0e7d4bf6e8,B
0e90596d8b,B
0e93fb9d61,A
0e94c58cbf,B
0e9a0f22ab,B
0ea99571d5,B
0eaa5f16a0,A
0eb5b809fa,A
0ec1d1cb2f,A
0ec2e029bd,B
0ec3b8a030,A
0eca02967d,B
0ed923bcda,A
0ee60a0946,A
0ee71f19a2,B
0eedd85e4f,A
0ef7018d44,B
0ef80f5dc5,A
0efead005b,A
0f153868f1,A
0f17f0814d,A
0f1e3dfbf9,B
0f207af4f6,A
0f27426eca,A
0f280e6fb5,A
0f290cec9a,B
0f339326df,A
0f3a88a4b0,B
0f3ac020af,B
0f46111fe6,B
0f4806eee3,B
0f5856b113,A
0f586a4d04,B
0f58b18c5a,B
0f5d650eea,A
0f66bf3d2c,A
0f677a7c2a,B
0f6bf3988e,A
0f734bdfb0,B
0f765bcd4a,B
0f77905077,A
0f7a4c2ffa,A
0f7bfa9370,B
0f8d26f3f7,A
0f8dba8cbc,B
0f908d3f1c,A
0f9c7d676a,A
0f9ecaa540,B
0fa0c0a326,A
0fa2ff1025,A
0fab81eb78,A
0fade5ec30,B
0fb0289f96,A
0fb92c53ea,B
0fbdd46479,B
0fc84481f8,B
0fcd05f99f,A
0fd191ae56,B
0fe1a1deb5,B
0ff3bd4828,B
0ff87a524f,B
0ffac1cf82,A
10011718a0,B
100aafbe97,A
100becb105,A
100ec9ce29,A
1010b0e2e2,B
1012496040,A
102b99ec30,B
102de963d2,B
1036eba5f1,B
10373ae0b1,A
10533ad115,B
105ae1c3df,A
105ba497e5,A
105f2f42c4,A
1063813908,B
106bcd79e4,A
106cabb1a1,A
10710ca116,A
1073e3f95d,B
1073f23c93,A
10742357a9,A
107452cd6e,A
10756a0007,B
108e05d6b3,B
108eeb2eac,A
10914677b1,A
10916a5147,A
1097d1e1a4,A
109d14cea3,B
10a3a1c85a,A
10aada6f39,A
10acfb2bf2,B
10b98359b3,A
10c4029b57,A
10c471730a,A
10c7ef282e,B
10c84b59b5,A
10cb15f508,B
10cc6ca6fe,B
10ce9b3cd6,A
10d189e6ac,A
10d34b5cc5,B
10dcc324ff,A
10dd8e73c2,B
10dffc6888,A
10e193d311,A
10e28ca843,B
10e7c29cce,A
10e7c83331,A
10e7df87fd,A
10f03475ed,B
10f04cf709,A
10fc03acdd,A
10fc66dec6,B
10fcb560e7,A
11016900e7,B
110e7e8965,B
110ffd70e2,A
1118696b6b,B
111d53d6e5,A
11210e75a1,B
11259b16a6,B
112cedd7ba,B
112f59f6ef,B
112f8bf5fc,B
1137cc3300,A
114010b048,A
11408cf57a,A
11470951d3,B
114df03aaa,B
114f11e6ef,A
114f5a7478,A
11558f10f6,A
1158ebda72,B
115f21584f,A
115fe62efe,B
116510e1c2,A
11694678b6,B
116ce823ce,B
11707771e0,A
117423ebea,B
11744821f7,B
118510ae27,A
118ca7ba33,A
1192774a17,B
119537da05,B
11968e3ffe,A
1196aa2b94,B
11981e4c1b,A
119aa386ab,A
11aae0ce66,B
11abce16d8,A
11abf74e16,A
11b1f534d3,B
11b203bd06,B
11b348c5bf,B
11b7729498,B
11b7b57625,A
11b85995b1,B
11ba28997c,B
11c3eb7f64,A
11c5ca9b08,B
11c846f404,B
11cb86e12c,A
11ce330dcc,A
11d0450524,B
11d1066fb0,A
11d8dcabde,B
11dd285f14,A
11e1377c9d,B
11e3d30fb9,A
11e9aecd7b,B
11eec2e425,A
11f10b090c,A
11f139ff3f,A
11f34e15ad,A
11f36aa0a4,A
11fc1fb013,B
11fd11ca22,A
11fd933123,B
1205b759fd,B
120cf4b795,A
120df8849f,B
120f280875,A
120f847ad5,A
121823ffa4,B
121b360b54,A
121da30678,A
121e53454d,B
1224aac77a,B
1225eccf4c,A
1226d4835c,A
122a2d7aac,A
122b93e77b,B
123041f147,B
12317b9f26,B
123ffe1028,B
1249020f03,B
124f6c8e34,B
1250b01f36,A
125f29f980,A
125f80c45e,A
126a1c47e9,A
126d581033,B
12708a39f2,A
1271ca25f5,B
128200b073,A
12868b29fd,A
1291428cdd,B
129278df30,A
12932856c8,A
12933941c0,A
129440b5ae,A
12a1a1504b,B
12a50fba43,A
12ab8a2623,B
12ac81d88e,A
12ad381309,B
12ad9e4aab,A
12b9142da0,B
12bf6f5192,A
12c4f26a4c,B
12c4f3d63d,B
12c65783e3,B
12cc6e5fd8,A
12ceb393f3,A
12d4a54d97,B
12d9d3365c,B
12dac92c83,A
12e154aa92,A
12e215a5d5,B
12e79c02c7,A
12e9a7a916,A
12e9dfa033,B
12f048759b,A
12f0d4fbbd,B
12f68efa0e,B
12fc838e87,A
12fe2362e1,B
1301f7e8fa,A
130417bece,A
13094ecb8f,A
130a9f1541,B
130dc85193,A
130eff3adf,B
131313fdf5,B
1324f9c99d,A
1329de028e,A
132d09515a,B
133050d4e4,A
133404036c,B
133885cbfd,B
1338e2f636,A
133b763549,A
1343f294e3,B
134a0d2aaf,A
134b1779b9,A
134bff2c22,A
134f000f66,B
135112ed09,B
13515f1692,B
135da9cda0,B
13658b4821,A
136b71a6d6,A
136b8f1761,B
136c1edfb8,A
136c54f991,B
13703ac5cf,B
137269a4d4,B
1377b44819,A
1379432ec9,B
137cbb700e,A
1380320150,B
1385850041,B
1386804aef,B
13888f3464,A
1389ee61d4,B
138b3e74b0,A
138f6123c2,B
139c1435d3,A
139e8158e3,B
13a0699b9c,A
13b00de96f,A
13bd4d8771,A
13bea4e2d8,B
13bf21f00e,B
13c2944a64,A
13c34d44f6,B
13c5c17ebd,B
13c67890c7,B
13c8927462,B
13cd3dde50,B
13d4797e96,B
13e12c29cc,A
13e645ac1a,B
13f0cd68ae,B
13f4632aa1,A
13f76a51fe,A
13f9e1bcb8,B
13fdf519eb,A
13ff2f627f,A
13ff8d3b14,B
1407080030,A
140801ad6c,B
140ad9892a,B
140f52c2b6,A
1412e06b72,A
1413a137b3,B
1418c8e52c,A
141ab28d97,B
141c7aadcf,A
141f0c207b,A
142013e526,A
14256a7215,B
142990a030,B
143bd83edb,B
1453557680,A
14596f0c67,A
145b76e8a8,B
146206339a,B
14623b6a4a,B
1464ffdc18,A
1467369be3,A
14690333e0,A
146b956dcd,B
1473128bca,B
147375adfc,A
14762dcd54,B
147ad7d2d1,B
147d137e02,B
1482bcd03a,B
148de32e69,A
14963858b1,B
1496706b09,B
14978c8f6c,B
149b801d7d,A
149db6dda4,A
14a25d875b,A
14ab8bfe9a,A
14ac695193,B
14b0918c44,B
14b918d577,B
14ba537521,B
14c3018c1c,A
14c3a3e11a,A
14cbc86c2b,A
14ce3d660f,A
14cfc98690,A
14cff61571,B
14d290227b,B
14d71247b0,B
14dc594247,B
14e1fa9048,B
14e2515c32,A
14e29c4e34,B
14e5beb3ed,B
14f16af34e,B
14f2107881,B
14f4edd111,A
14fed50f7d,A
150096488e,B
15039111b5,A
15043fbb1a,B
1505b5b72b,A
150eb08d36,A
1510c47d0c,B
1515f9bf6a,A
1515ffcce5,A
1517b9c308,B
15195857fc,B
151c85123a,B
1524242362,B
152e8705e6,A
152f2541e3,A
1531ea412a,B
1534334fe3,A
153a56c3a5,B
153ebafc08,B
1546829b26,A
15472ff13c,A
1549d7de04,B
154ccf7e39,A
154dbd2862,B
154e97544f,A
1550675354,A
155123f4c1,B
155311b106,A
1555d6c4f9,A
155803aadf,B
1559077dcb,B
155e3b0dc7,B
15639ab540,A
1563c3e644,B
1566ce4cbd,A
156e593ecb,B
156efacfeb,A
157040b691,B
15707d354e,A
157ecfa67c,B
158128f6d6,B
15812cf736,A
158480a53f,A
15859751c1,B
1585eb4ad0,B
158dc0d080,B
158e471a9a,B
159ea1be61,B
15a827abb4,B
15aeadc6d9,A
15b2d01cfb,A
15bbb22510,A
15c9630c31,B
15cc9df640,B
15ceae4a7c,B
15d51823d7,A
15d5510c3a,A
15de1041c6,B
15df201e76,A
15e297f374,B
15e31de4e4,B
15e92530a2,B
15edf20116,B
15f002f580,B
15fc7938b0,B
15fd22dda8,B
15ffa04799,B
1601c00987,B
1605edbd76,B
1607e94561,A
1616a901a9,A
1616b4c81e,B
1620ef7efc,A
1622c762b1,B
162a342faa,A
1632db8219,A
1633f52246,A
16397bfc9a,B
163b35ff36,A
163dad139f,B
16490f70de,A
164bc30c87,A
164c1f6287,B
164dda38db,A
164e66609b,B
164ee7b79a,B
16516fe62c,B
16555f94e3,A
165af774c1,B
1661585598,A
1664768032,A
166579d750,B
1667bf1033,A
166ec67bbf,B
167639fd51,A
1676fc2b88,B
16782af523,A
168014cad8,B
1682dc8419,B
1687c571cc,B
1689bdb0a0,B
168a858b09,B
168b10626b,B
168bbcec3c,A
168c366977,A
168caf81a4,B
168ff72032,B
1691cf02a5,B
169239cb99,B
169347e12f,A
169e98a52f,B
16a181f91f,B
16a795c352,B
16afeb8595,A
16b01fc7f0,A
16b075e3a0,A
16b4dd0780,B
16b702c353,A
16c08c7a75,B
16c647f867,A
16c7b9bc04,A
16c8c9bc3f,A
16ce673022,B
16d093f833,B
16d1691871,B
16d259e05d,A
16dc1c53d9,A
16dcd15604,A
16df918f78,A
16e23b388c,B
16e382ada2,A
16e5be9272,B
16e7f4079e,A
16ea411012,B
16eb7b1427,B
16ecc4c821,A
16f05cdf2a,B
16f0fdd311,A
16f684740d,A
16f8f1a5a2,A
16fa1859c4,A
1702b8cb99,B
17102afcd2,A
1710a131f7,A
17138b5215,B
171748836f,A
17185ddec9,B
171ae866e6,A
171dbf9afa,A
1721d1cd74,B
172395da1f,B
1733e76b38,A
1737881431,B
1737b34c41,A
17466e9af7,B
174931c12b,B
1754a60fad,A
175afca16c,A
175f1d44e7,B
1761041263,A
176395b948,B
1763e0f688,B
176620ec71,B
176b99f00e,B
17783bccce,A
177950e7ad,B
1786dd3233,A
17885a1133,A
178a32b827,A
178a8c9cd7,A
178b744f3d,B
178b843039,B
178d73dd0f,B
178e38273b,A
178ecb7316,B
1792daf5e6,B
17949a20cd,A
179a93fbff,B
179c105187,A
179cc8b57d,A
179e736af8,A
17a1f6e866,B
17a231ffb9,B
17a4fc31f7,A
17a7f621bd,A
17b3241717,B
17badaa8b7,A
17bb191a0b,B
17bbe62cf0,B
17beb417dd,B
17c6c122c6,B
17c88284ee,B
17cc661f45,B
17cdf8548e,B
17d09011c9,A
17d4858272,B
17db7257fb,A
17def3b8eb,B
17e3bbfcab,A
17ed7f4ba1,A
17f010384d,A
17f073d842,A
17f091f03d,A
17f172afe5,A
18072d8ab8,A
181221c379,A
18168d2815,B
1816eafecd,B
1825b2bfea,A
18292838d1,B
182a52d881,B
1832b4f17b,A
1836da9ce1,B
183aaa45af,B
183ca753c4,B
183fe2ce0e,A
1842741022,A
1844e2cf0f,B
184823d946,A
18488396b3,A
18599f8c6d,A
1859c194db,A
185c12afbe,A
18607b543f,B
186367ae09,B
1864ce0c7f,B
186db6980f,B
18701b71da,A
187662bb27,B
187c6ce70d,B
187ea90b6c,A
188126f548,B
18814424d0,B
1892b5c0d7,A
18969cc445,B
1896fc4c8d,B
18970eba27,B
18976001af,B
189c8c6506,A
18a2575dc9,B
18a43dfe58,B
18a46e537f,B
18a690b84b,B
18a8345a71,A
18a9e5de35,B
18abb30bcd,A
18ae41e452,B
18bb51dbe1,A
18bdf03919,B
18ca3b7773,A
18cf87a966,B
18cfd9d82a,A
18d2b52f64,B
18d44015f0,A
18d7f69870,B
18d865ccbb,B
18daf0442d,B
18de8f0f94,B
18e2af9cd6,B
18e77095c4,A
18ea83dbad,A
18efde1d4f,B
18f10a7abc,A
